model_id,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,4,5,6,7,8,9
conservative,0.029177604967640693,0.08834552233798845,0.03482568417633358,0.22930041152263372,0.22152227318059953,0.23786162570888467,0.0034953703703703744,0.006297831632653056,0.0342809785093736,0.07924001654064272,0.14554988662131518,0.03413333333333334,0.1986809673160717,0.8658471074380166,0.49365835222978066,0.016094770006301197,0.5329243408653428,0.23381776239907726,0.15578143021914648,0.02246874210874745,0.07381776239907731,0.0020239500758981177,0.024221453287197242,0.0020578566732412937,0.009195321491248626,0.214375,0.19211524540873837,0.3325377929381959,0.049348517492561805,0.016011761071168622,1.1061560426639792,0.06114398422090728,0.4873347107438015,0.05328081717451525,0.1255812067474049,0.33255356596265695
deepseek,0.0625,0.015625,0.0,0.0737037037037037,0.015625,0.03645833333333333,0.00946759259259261,0.009114583333333334,0.020833333333333336,0.015625,0.11848958333333333,0.015625,0.2591145833333333,0.005208333333333334,0.14453125,0.024739583333333336,0.005208333333333334,0.046875,0.048575680272108845,0.048177083333333336,0.0,0.08723958333333334,0.2747395833333333,0.11043981481481481,0.0013020833333333335,0.005208333333333334,0.0,0.2825520833333333,0.016927083333333336,0.0625,1.171875,0.22786458333333334,0.009114583333333334,0.015625,0.015625,0.2403009259259259
deepseek_small,0.00566326530612246,0.010873019189027498,0.032058585205674374,0.02228825954840425,0.010289313213146134,0.012054785188722487,0.0031627764917695465,0.03128426388710896,0.004768105187345188,0.003940964209623743,0.018022112099926192,0.0163136109082055,0.08043416726266253,0.03952646840513892,0.002314814814814823,0.04678484530751965,0.018765379445528554,0.026142247748772718,0.0227701831363216,0.05900982615268336,0.03141829333163529,0.00035509846640180876,0.07299033790461773,0.01935796862008789,0.07731445525651316,0.008086664409775422,0.0008698409715194992,0.019899710902773995,0.08409856137128864,0.004007643377449456,0.010815194113779045,0.07579118142291585,0.01740353770184544,0.00026263937130697004,0.02263609623183163,0.0018260386810755303
gpt-oss,0.010272108843537431,0.05555555555555553,0.0,0.020833333333333336,0.013333333333333327,0.009259259259259243,0.0,0.10596707818930041,0.006802721088435368,0.14583333333333334,0.00826446280991736,0.001700680272108842,0.00014200288925563821,0.0053530092592592535,0.013565189389365219,0.009259259259259267,0.001700680272108842,0.0,0.014928193499622048,0.024793388429752063,0.001972386587771212,0.0006632653061224506,0.07259259259259263,0.031010866238139,0.1066969009826153,0.0,0.012870580330897805,0.0020313681027966713,0.0001568930041152252,0.002314814814814811,0.08050642479213901,0.015689300411522635,0.019204202391015595,0.0,0.0,0.001700680272108842
gpt4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liberal,0.548144933127572,0.5167788611828386,0.09360379247334127,0.3092893842569168,0.005737791229609317,0.13323802083333328,0.11378095575854587,0.0345806300461361,0.15230459184649522,0.4048508838160747,0.19661781058704367,0.009929826525946454,0.5138250609156656,0.7183359601130156,0.6782373979768809,0.0030317633000731645,0.5391147161854232,0.3524394000130038,0.028543965162157472,0.0007099462377048036,0.05367528775297842,0.016660497991666818,0.17536170659289815,0.22660731292517017,0.001114172023262932,0.15177521887724038,0.009245729455216987,0.20103575715005803,0.0012395333794586055,0.043918324438585385,0.7857239529275148,0.03198730064346239,0.027843914535348117,0.0521386056191467,0.5040416849732146,0.005622083544161469
llama3,0.09801105341066262,0.07751129599269684,0.25306777645659945,0.1960519547325103,0.1337809917355372,0.05622961576985344,0.10604023776863275,0.03128701953371142,0.19280379553106822,0.2419381172592062,0.06428203498133564,0.044816135993306055,0.09885329161423437,0.017337490551776257,0.008261954518822662,0.016234861884958467,0.2581628229363579,0.028423397064208038,0.27152730447356416,0.11842198093129626,0.008208273156610511,0.05700502504767564,0.10581254724111862,0.010524977137631456,0.3275923999207293,0.0393972386587771,0.13356824196597353,0.13649531558185407,0.04647462277091908,0.08474126813336082,0.0770075153013641,0.034912073649267496,0.06019918838591681,0.27950897078355175,0.020392089620484694,0.004185208730663267
llama3_big,0.06876579322957257,0.027054850890911534,0.09772875040294601,0.058867337784787074,0.1210530000700133,0.07442740169257417,0.11794772395781396,0.039699815876763925,0.11670726366581086,0.019478103741496618,0.05630411710500443,0.016103204236904204,0.2304000000000001,0.10831084812623276,0.10541310541310538,0.0037857093916304815,0.12251519355545729,0.40205951534568385,0.11177674526081298,0.007771168749463815,0.05600139361300072,0.005815906609557413,0.1786640211640212,0.07785240932770429,0.029021653497292813,0.1369290145574415,0.02678866685563114,0.03661251460001275,0.017352225494272483,0.3906283304707797,0.001978668010414047,0.008379922449232646,0.10961595026714448,0.26719428374655657,0.2553121846613459,0.33400946308468155
